recency,history,mens,womens,newbie,visit,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,history_segment_1) $0 - $100,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",treatment,spend
5,31.46,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,161.29,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,67.2,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,530.67,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,122.84,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
2,270.77,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,188.51,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,514.32,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,33.19,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,382.68,0,1,0,1,1,,,,,,,,,,,,,,0,91.75
12,51.95,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,37.04,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,1896.84,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
7,377.06,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,402.93,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,114.87,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,352.13,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,88.4,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
6,85.37,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,161.04,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,363.83,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
2,1150.18,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,114.86,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,243.98,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,123.97,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,140.9,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,205.56,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,142.79,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
4,740.62,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,631.37,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,199.3,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,187.15,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,107.9,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,93.53,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,594.16,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,102.39,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,63.87,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
7,226.89,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
7,82.57,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,188.55,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,136.91,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,323.78,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,255.97,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,235.34,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,32.47,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,31.38,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,169.09,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,269.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
5,485.29,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,675.82,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,139.18,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,48.94,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
12,41.31,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,322.29,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
1,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,555.41,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,424.87,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
7,52.57,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,497.61,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,167.13,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,1694.68,1,1,1,1,1,,,,,,,,,,,,,,0,86.78
12,75.14,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,47.15,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
5,296.97,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
9,281.87,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,242.33,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,151.61,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,69.09,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,35.67,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,629.87,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,127.36,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
5,128.12,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,73.03,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,414.05,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,114.87,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,353.9,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,324.83,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
6,155.0,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,164.61,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,424.7,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,176.29,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
12,38.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,564.26,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,199.1,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,326.05,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,41.8,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,272.86,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,199.15,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,0,1,1,1,0,,,,,,,,,,,,,,0,0.0
6,167.9,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,582.61,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,103.5,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,966.12,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,36.58,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,161.93,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
4,187.01,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,387.93,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
8,103.02,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
8,712.12,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,46.62,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
9,862.97,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,411.19,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,102.04,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,780.07,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,683.14,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,1137.38,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,36.04,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,70.97,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,95.23,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,303.89,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,272.1,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,420.33,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,176.91,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,112.98,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,120.62,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
11,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,285.26,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,47.2,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,50.28,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,200.98,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,384.73,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,414.53,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,290.42,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,177.79,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,114.07,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,167.85,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,104.89,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,399.05,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,156.63,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,136.61,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
8,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,462.27,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,32.65,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,74.43,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,195.93,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,123.22,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,29.99,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
8,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,462.14,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,38.07,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,137.28,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,123.52,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,72.08,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,106.52,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,159.91,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,199.34,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
10,537.89,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,91.17,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
6,239.62,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,225.3,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
11,57.34,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,73.72,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,230.11,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,126.69,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,369.47,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,176.41,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
2,547.12,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,36.42,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,75.98,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
5,777.95,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,206.56,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
12,36.76,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,207.8,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,84.97,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
7,106.5,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
12,34.59,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,99.44,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,86.57,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
7,302.22,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,303.19,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,291.9,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,415.85,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,898.66,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,596.62,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,439.64,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,202.89,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
8,212.35,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,288.51,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,549.71,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,42.96,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,46.41,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,285.57,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,38.92,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
6,250.11,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
11,217.8,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,342.39,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,790.78,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,91.21,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,666.69,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,75.98,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,160.28,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,83.54,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,288.79,1,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,64.1,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
9,163.15,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
2,653.23,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,96.32,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
4,173.48,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
2,231.66,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
6,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,120.49,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,34.31,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,72.27,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,470.5,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
9,59.97,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
2,734.27,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,400.56,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,173.19,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
1,170.76,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,56.0,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
10,49.26,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,222.74,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,432.06,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,138.71,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
6,100.56,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,198.37,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,299.93,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,71.09,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,335.4,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
7,195.96,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,67.31,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,62.8,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,437.43,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
7,95.15,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,260.63,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
6,52.86,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,51.14,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,328.93,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,487.11,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
2,226.1,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,171.13,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,799.62,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,169.97,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,134.42,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
4,110.83,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
11,178.16,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,55.96,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,29.99,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
11,144.92,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
8,190.89,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,234.8,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,76.51,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,29.99,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
1,781.7,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,183.88,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,367.31,1,1,1,1,1,,,,,,,,,,,,,,0,29.99
2,273.27,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
3,33.32,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,65.08,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,92.37,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,489.48,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,179.24,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,330.49,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
12,64.26,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,143.49,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
10,499.05,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
9,72.53,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
4,1425.53,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
6,46.76,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,405.07,1,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
7,458.75,1,1,0,0,0,,,,,,,,,,,,,,1,0.0
4,1586.58,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,104.69,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
9,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,145.29,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,46.98,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,108.77,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,596.94,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,111.14,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
1,324.17,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
4,65.6,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,295.16,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,292.74,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,361.17,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
2,126.97,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,105.19,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,161.43,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
1,294.36,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
7,133.25,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,242.78,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,29.99,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
9,69.3,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,92.06,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,190.1,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,276.57,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
11,42.38,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
5,153.01,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
1,126.87,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,309.01,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
3,194.16,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
2,651.03,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
2,563.98,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
5,155.49,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,209.77,1,1,0,1,0,,,,,,,,,,,,,,0,0.0
1,103.07,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,42.21,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
2,189.55,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,310.48,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
2,491.58,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,618.09,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
9,73.17,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,89.35,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
10,436.71,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
5,218.87,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,188.11,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,76.24,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,363.84,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
5,98.92,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
5,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,96.33,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,122.28,0,1,0,1,0,,,,,,,,,,,,,,1,0.0
5,757.11,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
12,231.11,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,178.56,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
6,540.41,1,1,1,0,0,,,,,,,,,,,,,,0,0.0
10,50.64,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,141.36,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
9,29.99,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,152.31,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,80.54,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
7,76.93,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
1,82.07,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
12,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
1,1230.45,1,1,1,1,0,,,,,,,,,,,,,,1,0.0
2,29.99,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,88.44,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
3,759.82,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
10,667.06,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
1,124.83,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
3,49.96,1,0,1,1,0,,,,,,,,,,,,,,0,0.0
2,222.13,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
10,29.99,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
2,159.02,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
3,58.26,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,106.34,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
5,108.12,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
11,37.35,0,1,1,0,0,,,,,,,,,,,,,,0,0.0
11,106.69,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
8,132.45,1,0,1,0,0,,,,,,,,,,,,,,0,0.0
4,460.01,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
10,134.82,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
2,675.88,1,1,1,0,0,,,,,,,,,,,,,,1,0.0
3,80.03,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
1,119.03,1,0,1,1,1,,,,,,,,,,,,,,0,188.21
10,261.12,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,899.07,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
3,542.31,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
5,567.22,1,0,1,0,0,,,,,,,,,,,,,,1,0.0
4,72.66,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
1,389.36,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
8,330.78,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
9,281.56,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
2,183.65,1,0,0,1,0,,,,,,,,,,,,,,0,0.0
10,29.99,1,0,0,0,0,,,,,,,,,,,,,,1,0.0
2,29.99,0,1,0,1,0,,,,,,,,,,,,,,0,0.0
3,1168.53,1,0,1,1,0,,,,,,,,,,,,,,1,0.0
7,78.86,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
6,90.72,0,1,1,0,0,,,,,,,,,,,,,,1,0.0
2,29.99,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
11,207.3,1,0,0,0,0,,,,,,,,,,,,,,0,0.0
10,29.99,0,1,0,0,0,,,,,,,,,,,,,,0,0.0
3,240.04,0,1,1,1,0,,,,,,,,,,,,,,1,0.0
10,203.15,0,1,0,0,0,,,,,,,,,,,,,,1,0.0
6,155.01,1,0,0,1,0,,,,,,,,,,,,,,1,0.0
